City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
243,Askiz,RU,2021-11-24 16:00:16,53.1319,90.5264,16.0,85,100,3.13
244,Kang,BW,2021-11-24 16:00:17,-23.6752,22.7876,86.31,13,3,8.39
245,Mersing,MY,2021-11-24 16:00:17,2.4312,103.8405,78.19,86,100,4.7
246,Atar,MR,2021-11-24 16:00:17,20.5169,-13.0499,93.87,17,100,5.86
247,Taoudenni,ML,2021-11-24 16:00:18,22.6783,-3.9836,90.03,22,30,10.0
248,Altenholz,DE,2021-11-24 16:00:18,54.4,10.1333,46.2,87,90,6.91
249,Aksarka,RU,2021-11-24 16:00:18,66.5606,67.7975,-2.47,97,100,3.04
250,Nuzvid,IN,2021-11-24 16:00:19,16.7833,80.85,77.85,90,96,5.82
251,Chalisgaon,IN,2021-11-24 16:00:19,20.4667,75.0167,79.81,55,6,7.09
252,Amga,RU,2021-11-24 16:00:20,60.8953,131.9608,-22.83,99,96,0.56
253,Harper,LR,2021-11-24 16:00:20,4.375,-7.7169,83.5,72,31,5.91
254,Udachnyy,RU,2021-11-24 16:00:20,66.4167,112.4,-18.87,94,96,7.76
255,Ust-Ilimsk,RU,2021-11-24 16:00:20,58.0006,102.6619,17.01,95,85,5.95
256,Severnyy,RU,2021-11-24 16:00:21,50.677,36.5532,26.64,68,40,8.95
257,Clyde River,CA,2021-11-24 16:00:21,70.4692,-68.5914,10.63,85,100,29.93
258,Kieta,PG,2021-11-24 16:00:21,-6.2167,155.6333,79.34,76,91,3.27
259,Hailun,CN,2021-11-24 16:00:22,47.45,126.9333,13.95,94,99,9.26
260,Korla,CN,2021-11-24 16:00:22,41.7597,86.1469,29.53,52,0,1.39
261,San Cristobal,VE,2021-11-24 16:00:23,7.7669,-72.225,69.98,75,86,4.27
262,Fort Nelson,CA,2021-11-24 16:00:07,58.8053,-122.7002,-19.3,100,96,2.15
263,Mahon,ES,2021-11-24 16:00:23,39.8885,4.2658,59.56,58,20,17.27
264,Oranjemund,NA,2021-11-24 15:58:16,-28.55,16.4333,65.39,72,82,21.05
265,Moose Factory,CA,2021-11-24 16:00:23,51.2585,-80.6094,33.3,83,100,7.52
266,Nyurba,RU,2021-11-24 16:00:24,63.2842,118.3319,-2.27,89,100,3.8
267,New Plymouth,NZ,2021-11-24 15:57:55,-39.0667,174.0833,53.31,68,4,3.91
268,Pianoro,IT,2021-11-24 16:00:24,44.393,11.3423,53.74,70,0,3.44
269,Hudson Bay,CA,2021-11-24 16:00:24,52.85,-102.3842,-5.1,79,61,5.32
270,Erzin,TR,2021-11-24 16:00:25,36.9559,36.2,59.52,69,62,2.44
271,Tessalit,ML,2021-11-24 16:00:25,20.1986,1.0114,88.34,19,9,11.86
272,Yangambi,CD,2021-11-24 16:01:25,0.8102,24.4336,80.58,67,88,0.67
273,Evensk,RU,2021-11-24 16:01:26,61.95,159.2333,4.93,82,95,7.09
274,Mount Isa,AU,2021-11-24 15:57:52,-20.7333,139.5,74.97,73,55,10.36
275,Makakilo City,US,2021-11-24 16:01:26,21.3469,-158.0858,72.28,85,0,5.84
276,Faanui,PF,2021-11-24 15:57:12,-16.4833,-151.75,79.84,75,32,3.02
277,Ust-Omchug,RU,2021-11-24 16:01:26,61.15,149.6333,-20.07,99,85,1.83
278,Sakakah,SA,2021-11-24 16:01:27,29.9697,40.2064,64.38,39,25,12.44
279,Charcas,MX,2021-11-24 16:01:27,23.1333,-101.1167,57.81,71,92,3.96
280,Katsuura,JP,2021-11-24 16:01:27,35.1333,140.3,53.71,63,0,6.78
281,Umm Kaddadah,SD,2021-11-24 16:01:28,13.6017,26.6876,76.51,11,2,11.01
282,Adzope,CI,2021-11-24 16:01:28,6.1069,-3.8619,92.88,41,31,3.42
283,Marfino,RU,2021-11-24 16:01:28,55.7028,37.3822,30.34,91,90,17.9
284,Angoche,MZ,2021-11-24 16:01:29,-16.2325,39.9086,81.36,80,18,14.9
285,Zhezkazgan,KZ,2021-11-24 16:01:29,47.8043,67.7144,36.54,76,100,10.49
286,Sorland,NO,2021-11-24 16:01:29,67.667,12.6934,35.46,56,100,24.34
287,Zhigansk,RU,2021-11-24 16:01:30,66.7697,123.3711,-31.4,100,84,2.21
288,Port Hawkesbury,CA,2021-11-24 16:01:30,45.6169,-61.3485,41.9,95,90,11.01
289,Timaru,NZ,2021-11-24 15:59:35,-44.4,171.25,50.58,90,100,2.33
290,Biscarrosse,FR,2021-11-24 16:01:30,44.3945,-1.1672,51.35,93,90,5.75
